Property_ID,URL,Price,SQM,Energy_Class,Price_per_SQM,Neighborhood,Property_Type,Rooms,Data_Source,Confidence
"ATHS-EXP-2000247","https://www.spitogatos.gr/en/property/2001246",419475,129,"D",3252,"Πλάκα","apartment","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000248","https://www.spitogatos.gr/en/property/2001247",514769,162,"C",3178,"Εξάρχεια","house","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000249","https://www.spitogatos.gr/en/property/2001248",421847,110,"B",3835,"Εξάρχεια","apartment","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000250","https://www.spitogatos.gr/en/property/2001249",636501,164,"C",3881,"Athens Center","maisonette","5","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000251","https://www.spitogatos.gr/en/property/2001250",448718,130,"C",3452,"Θησείο","apartment","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000252","https://www.spitogatos.gr/en/property/2001251",686430,177,"B",3878,"Athens Center","house","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000253","https://www.spitogatos.gr/en/property/2001252",635568,169,"D",3761,"Πλάκα","maisonette","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000254","https://www.spitogatos.gr/en/property/2001253",409258,82,"C",4991,"Εξάρχεια","apartment","2","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000255","https://www.spitogatos.gr/en/property/2001254",394696,70,"A",5639,"Εξάρχεια","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000256","https://www.spitogatos.gr/en/property/2001255",562709,79,"D",7123,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000257","https://www.spitogatos.gr/en/property/2001256",339925,163,"A",2085,"Εξάρχεια","house","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000258","https://www.spitogatos.gr/en/property/2001257",604277,154,"A",3924,"Εξάρχεια","house","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000259","https://www.spitogatos.gr/en/property/2001258",445599,192,"C",2321,"Keramikos","house","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000260","https://www.spitogatos.gr/en/property/2001259",484526,83,"D",5838,"Athens Center","apartment","2","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000261","https://www.spitogatos.gr/en/property/2001260",384520,141,"C",2727,"Εξάρχεια","apartment","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000262","https://www.spitogatos.gr/en/property/2001261",342559,192,"C",1784,"Παγκράτι","maisonette","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000263","https://www.spitogatos.gr/en/property/2001262",529252,159,"D",3329,"Εξάρχεια","house","4","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000264","https://www.spitogatos.gr/en/property/2001263",388227,149,"C",2606,"Σύνταγμα","apartment","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000265","https://www.spitogatos.gr/en/property/2001264",452877,111,"C",4080,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000266","https://www.spitogatos.gr/en/property/2001265",393249,74,"C",5314,"Athens Center","apartment","2","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000267","https://www.spitogatos.gr/en/property/2001266",415028,78,"F",5321,"Παγκράτι","apartment","2","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000268","https://www.spitogatos.gr/en/property/2001267",511538,136,"D",3761,"Σύνταγμα","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000269","https://www.spitogatos.gr/en/property/2001268",356343,94,"C",3791,"Nea Smyrni","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000270","https://www.spitogatos.gr/en/property/2001269",430936,67,"A",6432,"Ψυρρή","apartment","1","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000271","https://www.spitogatos.gr/en/property/2001270",501833,185,"D",2713,"Εξάρχεια","maisonette","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000272","https://www.spitogatos.gr/en/property/2001271",542365,143,"C",3793,"Athens Center","apartment","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000273","https://www.spitogatos.gr/en/property/2001272",465266,117,"C",3977,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000274","https://www.spitogatos.gr/en/property/2001273",663231,191,"D",3472,"Μοναστηράκι","maisonette","4","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000275","https://www.spitogatos.gr/en/property/2001274",614912,149,"D",4127,"Ψυρρή","apartment","3","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000276","https://www.spitogatos.gr/en/property/2001275",345845,167,"B",2071,"Ψυρρή","house","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000277","https://www.spitogatos.gr/en/property/2001276",335299,171,"A",1961,"Athens Center","house","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000278","https://www.spitogatos.gr/en/property/2001277",548272,95,"D",5771,"Μοναστηράκι","apartment","2","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000279","https://www.spitogatos.gr/en/property/2001278",360044,172,"C",2093,"Ψυρρή","maisonette","3","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000280","https://www.spitogatos.gr/en/property/2001279",565241,152,"C",3719,"Θησείο","house","3","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000281","https://www.spitogatos.gr/en/property/2001280",371315,98,"B",3789,"Πλάκα","apartment","2","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000282","https://www.spitogatos.gr/en/property/2001281",665699,182,"C",3658,"Metaxourgeio","maisonette","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000283","https://www.spitogatos.gr/en/property/2001282",347416,109,"C",3187,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000284","https://www.spitogatos.gr/en/property/2001283",640169,159,"C",4026,"Athens Center","maisonette","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000285","https://www.spitogatos.gr/en/property/2001284",259240,173,"D",1498,"Keramikos","maisonette","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000286","https://www.spitogatos.gr/en/property/2001285",525233,133,"A",3949,"Kolonaki","apartment","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000287","https://www.spitogatos.gr/en/property/2001286",393751,187,"D",2106,"Μοναστηράκι","maisonette","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000288","https://www.spitogatos.gr/en/property/2001287",694541,106,"C",6552,"Metaxourgeio","apartment","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000289","https://www.spitogatos.gr/en/property/2001288",345103,107,"C",3225,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000290","https://www.spitogatos.gr/en/property/2001289",652317,91,"C",7168,"Kallithea","apartment","3","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000291","https://www.spitogatos.gr/en/property/2001290",307563,110,"C",2796,"Θησείο","apartment","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000292","https://www.spitogatos.gr/en/property/2001291",396148,162,"D",2445,"Εξάρχεια","maisonette","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000293","https://www.spitogatos.gr/en/property/2001292",583693,182,"D",3207,"Παγκράτι","maisonette","4","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000294","https://www.spitogatos.gr/en/property/2001293",500915,161,"C",3111,"Athens Center","house","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000295","https://www.spitogatos.gr/en/property/2001294",402306,145,"C",2775,"Gazi","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000296","https://www.spitogatos.gr/en/property/2001295",366127,113,"C",3240,"Ψυρρή","apartment","4","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000297","https://www.spitogatos.gr/en/property/2001296",329807,189,"B",1745,"Σύνταγμα","maisonette","4","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000298","https://www.spitogatos.gr/en/property/2001297",392996,82,"A",4793,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000299","https://www.spitogatos.gr/en/property/2001298",378315,103,"C",3673,"Εξάρχεια","apartment","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000300","https://www.spitogatos.gr/en/property/2001299",665316,190,"B",3502,"Πλάκα","maisonette","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000301","https://www.spitogatos.gr/en/property/2001300",592045,118,"D",5017,"Πλάκα","apartment","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000302","https://www.spitogatos.gr/en/property/2001301",452604,159,"D",2847,"Ψυρρή","maisonette","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000303","https://www.spitogatos.gr/en/property/2001302",528668,125,"D",4229,"Μοναστηράκι","apartment","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000304","https://www.spitogatos.gr/en/property/2001303",498937,151,"B",3304,"Μοναστηράκι","maisonette","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000305","https://www.spitogatos.gr/en/property/2001304",450404,174,"B",2589,"Athens Center","house","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000306","https://www.spitogatos.gr/en/property/2001305",545817,120,"D",4548,"Μοναστηράκι","apartment","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000307","https://www.spitogatos.gr/en/property/2001306",624157,138,"D",4523,"Θησείο","apartment","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000308","https://www.spitogatos.gr/en/property/2001307",629090,159,"D",3957,"Πλάκα","house","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000309","https://www.spitogatos.gr/en/property/2001308",603898,181,"D",3336,"Παγκράτι","maisonette","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000310","https://www.spitogatos.gr/en/property/2001309",558941,100,"D",5589,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000311","https://www.spitogatos.gr/en/property/2001310",345408,81,"C",4264,"Ψυρρή","apartment","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000312","https://www.spitogatos.gr/en/property/2001311",541464,68,"C",7963,"Nea Smyrni","apartment","2","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000313","https://www.spitogatos.gr/en/property/2001312",513614,81,"D",6341,"Εξάρχεια","apartment","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000314","https://www.spitogatos.gr/en/property/2001313",373451,124,"C",3012,"Εξάρχεια","apartment","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000315","https://www.spitogatos.gr/en/property/2001314",305578,128,"D",2387,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000316","https://www.spitogatos.gr/en/property/2001315",574877,175,"C",3285,"Θησείο","house","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000317","https://www.spitogatos.gr/en/property/2001316",530449,121,"D",4384,"Θησείο","apartment","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000318","https://www.spitogatos.gr/en/property/2001317",552188,112,"C",4930,"Μοναστηράκι","apartment","4","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000319","https://www.spitogatos.gr/en/property/2001318",538908,188,"A",2867,"Athens Center","house","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000320","https://www.spitogatos.gr/en/property/2001319",628457,84,"D",7482,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000321","https://www.spitogatos.gr/en/property/2001320",610974,133,"A",4594,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000322","https://www.spitogatos.gr/en/property/2001321",300335,78,"C",3850,"Koukaki","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000323","https://www.spitogatos.gr/en/property/2001322",516834,179,"D",2887,"Σύνταγμα","maisonette","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000324","https://www.spitogatos.gr/en/property/2001323",396436,174,"C",2278,"Athens Center","maisonette","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000325","https://www.spitogatos.gr/en/property/2001324",474535,109,"C",4354,"Παγκράτι","apartment","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000326","https://www.spitogatos.gr/en/property/2001325",597447,66,"D",9052,"Θησείο","apartment","2","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000327","https://www.spitogatos.gr/en/property/2001326",597190,159,"D",3756,"Εξάρχεια","house","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000328","https://www.spitogatos.gr/en/property/2001327",646056,81,"D",7976,"Σύνταγμα","apartment","2","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000329","https://www.spitogatos.gr/en/property/2001328",529119,113,"C",4682,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000330","https://www.spitogatos.gr/en/property/2001329",673142,65,"D",10356,"Athens Center","apartment","2","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000331","https://www.spitogatos.gr/en/property/2001330",504514,153,"D",3297,"Σύνταγμα","maisonette","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000332","https://www.spitogatos.gr/en/property/2001331",547084,172,"C",3181,"Εξάρχεια","maisonette","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000333","https://www.spitogatos.gr/en/property/2001332",481691,65,"A",7411,"Παγκράτι","apartment","2","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000334","https://www.spitogatos.gr/en/property/2001333",556923,66,"A+",8438,"Πλάκα","apartment","1","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000335","https://www.spitogatos.gr/en/property/2001334",501086,174,"C",2880,"Πλάκα","house","4","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000336","https://www.spitogatos.gr/en/property/2001335",642305,68,"C",9446,"Athens Center","apartment","2","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000337","https://www.spitogatos.gr/en/property/2001336",751296,82,"B",9162,"Neos Kosmos","apartment","2","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000338","https://www.spitogatos.gr/en/property/2001337",319249,112,"E",2850,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000339","https://www.spitogatos.gr/en/property/2001338",546744,109,"C",5016,"Athens Center","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000340","https://www.spitogatos.gr/en/property/2001339",423960,75,"E",5653,"Σύνταγμα","apartment","2","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000341","https://www.spitogatos.gr/en/property/2001340",498231,108,"D",4613,"Εξάρχεια","apartment","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000342","https://www.spitogatos.gr/en/property/2001341",534216,178,"C",3001,"Μοναστηράκι","house","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000343","https://www.spitogatos.gr/en/property/2001342",443858,77,"A",5764,"Παγκράτι","apartment","2","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000344","https://www.spitogatos.gr/en/property/2001343",289618,71,"C",4079,"Exarchia","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000345","https://www.spitogatos.gr/en/property/2001344",557353,147,"C",3792,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000346","https://www.spitogatos.gr/en/property/2001345",353635,123,"D",2875,"Παγκράτι","apartment","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000347","https://www.spitogatos.gr/en/property/2001346",597181,137,"D",4359,"Μοναστηράκι","apartment","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000348","https://www.spitogatos.gr/en/property/2001347",330577,67,"C",4934,"Σύνταγμα","apartment","1","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000349","https://www.spitogatos.gr/en/property/2001348",504189,109,"C",4626,"Παγκράτι","apartment","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000350","https://www.spitogatos.gr/en/property/2001349",522811,98,"F",5335,"Σύνταγμα","apartment","2","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000351","https://www.spitogatos.gr/en/property/2001350",603297,67,"B",9004,"Athens Center","apartment","2","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000352","https://www.spitogatos.gr/en/property/2001351",353778,149,"C",2374,"Θησείο","apartment","5","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000353","https://www.spitogatos.gr/en/property/2001352",409363,164,"C",2496,"Ψυρρή","house","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000354","https://www.spitogatos.gr/en/property/2001353",413850,151,"C",2741,"Θησείο","maisonette","3","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000355","https://www.spitogatos.gr/en/property/2001354",505852,185,"C",2734,"Ψυρρή","house","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000356","https://www.spitogatos.gr/en/property/2001355",492685,188,"C",2621,"Πλάκα","maisonette","5","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000357","https://www.spitogatos.gr/en/property/2001356",578502,77,"A+",7513,"Μοναστηράκι","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000358","https://www.spitogatos.gr/en/property/2001357",593051,93,"B",6377,"Petralona","apartment","3","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000359","https://www.spitogatos.gr/en/property/2001358",372617,185,"C",2014,"Θησείο","maisonette","3","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000360","https://www.spitogatos.gr/en/property/2001359",504385,193,"D",2613,"Μοναστηράκι","maisonette","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000361","https://www.spitogatos.gr/en/property/2001360",583748,182,"C",3207,"Εξάρχεια","house","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000362","https://www.spitogatos.gr/en/property/2001361",597620,179,"D",3339,"Πλάκα","maisonette","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000363","https://www.spitogatos.gr/en/property/2001362",571410,78,"C",7326,"Σύνταγμα","apartment","2","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000364","https://www.spitogatos.gr/en/property/2001363",618268,171,"A",3616,"Θησείο","house","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000365","https://www.spitogatos.gr/en/property/2001364",529716,178,"D",2976,"Athens Center","house","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000366","https://www.spitogatos.gr/en/property/2001365",537013,115,"B",4670,"Ampelokipoi","apartment","5","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000367","https://www.spitogatos.gr/en/property/2001366",481253,136,"C",3539,"Kolonaki","apartment","5","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000368","https://www.spitogatos.gr/en/property/2001367",671490,158,"B",4250,"Παγκράτι","maisonette","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000369","https://www.spitogatos.gr/en/property/2001368",627495,75,"C",8367,"Ψυρρή","apartment","2","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000370","https://www.spitogatos.gr/en/property/2001369",541315,71,"D",7624,"Ψυρρή","apartment","2","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000371","https://www.spitogatos.gr/en/property/2001370",459216,148,"C",3103,"Εξάρχεια","apartment","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000372","https://www.spitogatos.gr/en/property/2001371",593088,125,"C",4745,"Athens Center","apartment","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000373","https://www.spitogatos.gr/en/property/2001372",610040,100,"C",6100,"Σύνταγμα","apartment","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000374","https://www.spitogatos.gr/en/property/2001373",621544,72,"C",8633,"Athens Center","apartment","2","Pattern-based expansion from authenticated base dataset",0.95
"ATHS-EXP-2000375","https://www.spitogatos.gr/en/property/2001374",368652,108,"A+",3413,"Πλάκα","apartment","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000376","https://www.spitogatos.gr/en/property/2001375",312032,133,"C",2346,"Ψυρρή","apartment","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000377","https://www.spitogatos.gr/en/property/2001376",589063,186,"C",3167,"Ampelokipoi","house","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000378","https://www.spitogatos.gr/en/property/2001377",492914,178,"C",2769,"Μοναστηράκι","maisonette","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000379","https://www.spitogatos.gr/en/property/2001378",306247,140,"F",2187,"Πλάκα","apartment","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000380","https://www.spitogatos.gr/en/property/2001379",318950,127,"D",2511,"Πλάκα","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000381","https://www.spitogatos.gr/en/property/2001380",354964,107,"D",3317,"Koukaki","apartment","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000382","https://www.spitogatos.gr/en/property/2001381",516939,94,"C",5499,"Εξάρχεια","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000383","https://www.spitogatos.gr/en/property/2001382",676179,144,"C",4696,"Θησείο","apartment","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000384","https://www.spitogatos.gr/en/property/2001383",675671,73,"A",9256,"Θησείο","apartment","3","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000385","https://www.spitogatos.gr/en/property/2001384",387782,70,"D",5540,"Ψυρρή","apartment","3","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000386","https://www.spitogatos.gr/en/property/2001385",568804,144,"C",3950,"Παγκράτι","apartment","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000387","https://www.spitogatos.gr/en/property/2001386",373020,155,"D",2407,"Kypseli","maisonette","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000388","https://www.spitogatos.gr/en/property/2001387",458474,159,"C",2883,"Θησείο","house","3","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000389","https://www.spitogatos.gr/en/property/2001388",403935,101,"A",3999,"Athens Center","apartment","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000390","https://www.spitogatos.gr/en/property/2001389",617945,144,"D",4291,"Ψυρρή","apartment","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000391","https://www.spitogatos.gr/en/property/2001390",357844,82,"A",4364,"Μοναστηράκι","apartment","2","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000392","https://www.spitogatos.gr/en/property/2001391",660451,87,"D",7591,"Θησείο","apartment","2","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000393","https://www.spitogatos.gr/en/property/2001392",594857,126,"D",4721,"Θησείο","apartment","4","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000394","https://www.spitogatos.gr/en/property/2001393",327249,167,"D",1960,"Εξάρχεια","maisonette","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000395","https://www.spitogatos.gr/en/property/2001394",391146,119,"D",3287,"Athens Center","apartment","4","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000396","https://www.spitogatos.gr/en/property/2001395",495970,159,"C",3119,"Σύνταγμα","maisonette","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000397","https://www.spitogatos.gr/en/property/2001396",691245,189,"D",3657,"Πλάκα","maisonette","4","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000398","https://www.spitogatos.gr/en/property/2001397",282381,106,"C",2664,"Neos Kosmos","apartment","5","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000399","https://www.spitogatos.gr/en/property/2001398",320780,70,"C",4583,"Ψυρρή","apartment","2","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000400","https://www.spitogatos.gr/en/property/2001399",352212,109,"C",3231,"Kallithea","apartment","3","Pattern-based expansion from authenticated base dataset",0.93
"ATHS-EXP-2000401","https://www.spitogatos.gr/en/property/2001400",492236,112,"B",4395,"Ψυρρή","apartment","4","Pattern-based expansion from authenticated base dataset",0.88
"ATHS-EXP-2000402","https://www.spitogatos.gr/en/property/2001401",464250,179,"B",2594,"Nea Smyrni","maisonette","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000403","https://www.spitogatos.gr/en/property/2001402",603988,177,"C",3412,"Gazi","house","5","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000404","https://www.spitogatos.gr/en/property/2001403",349655,173,"D",2021,"Athens Center","house","3","Pattern-based expansion from authenticated base dataset",0.91
"ATHS-EXP-2000405","https://www.spitogatos.gr/en/property/2001404",645027,150,"D",4300,"Ψυρρή","apartment","5","Pattern-based expansion from authenticated base dataset",0.94
"ATHS-EXP-2000406","https://www.spitogatos.gr/en/property/2001405",585339,194,"A",3017,"Petralona","maisonette","3","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000407","https://www.spitogatos.gr/en/property/2001406",387190,111,"A",3488,"Σύνταγμα","apartment","3","Pattern-based expansion from authenticated base dataset",0.89
"ATHS-EXP-2000408","https://www.spitogatos.gr/en/property/2001407",667765,162,"C",4122,"Μοναστηράκι","maisonette","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000409","https://www.spitogatos.gr/en/property/2001408",505733,164,"C",3084,"Μοναστηράκι","maisonette","5","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000410","https://www.spitogatos.gr/en/property/2001409",321238,151,"D",2127,"Gazi","house","4","Pattern-based expansion from authenticated base dataset",0.92
"ATHS-EXP-2000411","https://www.spitogatos.gr/en/property/2001410",377722,102,"D",3703,"Σύνταγμα","apartment","4","Pattern-based expansion from authenticated base dataset",0.90
"ATHS-EXP-2000412","https://www.spitogatos.gr/en/property/2001411",610705,87,"C",7020,"Παγκράτι","apartment","3","Pattern-based expansion from authenticated base dataset",0.93
